SEZ_ID,AOP_BarriersPerMile,AOP_DataSource,AOP_NumberofBarriers,AOP_Rating,AOP_Score,AOP_StreamMiles,Acres,Assessment_Unit_Name,Bank_Stability_Data_Source,Bank_Stability_Percent_Unstable,Bank_Stability_Rating,Bank_Stability_Score,Biotic_Integrity_CSCI,Biotic_Integrity_Data_Source,Biotic_Integrity_Rating,Biotic_Integrity_Score,Comments,ConiferEncroachment_Comments,Conifer_Encroachment_Data_Sourc,Conifer_Encroachment_Rating,Conifer_Encroachment_Score,Conifer_Percent_Encroached,Ditches_Data_Source,Ditches_Length,Ditches_Meadow_Length,Ditches_Percent,Ditches_Rating,Ditches_Score,Feature_Type,Habitat_Frag_Data_Source,Habitat_Frag_Impervious_Acres,Habitat_Frag_Percent_Impervious,Habitat_Frag_Rating,Habitat_Frag_Score,Headcuts_Data_Source,Headcuts_Rating,Headcuts_Score,Incision_Data_Source,Incision_Rating,Incision_Ratio,Incision_Score,Invasive_Percent_Cover,Invasives_Data_Source,Invasives_Number_of_Invasives,Invasives_Plant_Types,Invasives_Rating,Invasives_Scores,NDVI_ID,Number_of_Headcuts,Ownership_Primary,Ownership_Secondary,Ownership_Secondary_2,Ownership_Secondary_3,SEZ_Type,Threshold_Year,VegetationVigor_DataSource,VegetationVigor_Rating,VegetationVigor_Raw,VegetationVigor_Score
257,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,10.70810532,Ward Creek - upper,"TRPA bioassessment; 634S11015; 634S14259; 634TPB143, 2018.0",11.0,B,9.0,0.82230355,"TRPA, 634TPB143, 2020/ TRPA, 634TPB143, 2020",B,9.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,"USFS, 2023",3.0,"Bull thistle, Oxeye daisy, Klamathweed",D,3.0,,0.0,USFS,State of California,,,Riverine (Perennial),test,DRI 2020,,,
258,0.43103448,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.32,3.08329959,Dollar Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.071,"TRPA, 634S12207, 2012",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.08,0.19341843,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,State of California,private,local,USFS,Riverine (Perennial),test,DRI 2020,,,
258,0.43103448,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.32,3.08329959,Dollar Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.071,"TRPA, 634S12207, 2012",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.08,0.19341843,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,State of California,private,local,USFS,Riverine (Perennial),test,DRI 2020,,,
258,0.43103448,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.32,3.08329959,Dollar Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.071,"TRPA, 634S12207, 2012",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.08,0.19341843,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,State of California,private,local,USFS,Riverine (Perennial),test,DRI 2020,,,
258,0.43103448,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.32,3.08329959,Dollar Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.071,"TRPA, 634S12207, 2012",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.08,0.19341843,A,12.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,State of California,private,local,USFS,Riverine (Perennial),test,DRI 2020,,,
259,0.99667774,"USFS / TRPA 2009, 2019",3.0,B,9.0,3.01,4.68248151,Watson Creek,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.5472086,"TRPA, 634TPB136, 2022",D,3.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.1,0.14919275,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,,,,,,,0.0,USFS,private,State of California,local,Riverine (Perennial),test,DRI 2020,,,
259,0.99667774,"USFS / TRPA 2009, 2019",3.0,B,9.0,3.01,4.68248151,Watson Creek,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.5472086,"TRPA, 634TPB136, 2022",D,3.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.1,0.14919275,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,,,,,,,0.0,USFS,private,State of California,local,Riverine (Perennial),test,DRI 2020,,,
259,0.99667774,"USFS / TRPA 2009, 2019",3.0,B,9.0,3.01,4.68248151,Watson Creek,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.5472086,"TRPA, 634TPB136, 2022",D,3.0,Healthy riparian area with extremely low biotic condition,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.1,0.14919275,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,,,,,,,0.0,USFS,private,State of California,local,Riverine (Perennial),test,DRI 2020,,,
259,0.99667774,"USFS / TRPA 2009, 2019",3.0,B,9.0,3.01,4.68248151,Watson Creek,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.5472086,"TRPA, 634TPB136, 2022",D,3.0,Healthy riparian area with extremely low biotic condition,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.1,0.14919275,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.0,12.0,,,,,,,,0.0,USFS,private,State of California,local,Riverine (Perennial),test,DRI 2020,,,
260,2.43902439,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.23,1.6215464,Griff Creek - lower,"TRPA, 2019.0",13.04298779,B,9.0,1.114,"TRPA, 634TPA040, 2019",A,12.0,Some development in riparian zone and instability with armoring of banks by homeowners. Small project completed in 2017 https://laketahoeinfo.org/Project/Detail/200,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.71,6.04991241,C,6.0,"TRPA, 2020",A,12.0,"TRPA, 2020",B,1.506625,9.0,,"USFS, 2023",2.0,"Cheatgrass, Bull thistle",C,6.0,,0.0,private,State of California,USFS,local,Riverine (Perennial),test,DRI 2020,,,
260,2.43902439,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.23,1.6215464,Griff Creek - lower,"TRPA, 2019.0",13.04298779,B,9.0,1.114,"TRPA, 634TPA040, 2019",A,12.0,Some development in riparian zone and instability with armoring of banks by homeowners. Small project completed in 2017 https://laketahoeinfo.org/Project/Detail/200,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.71,6.04991241,C,6.0,"TRPA, 2020",A,12.0,"TRPA, 2020",B,1.506625,9.0,,"USFS, 2023",2.0,"Cheatgrass, Bull thistle",C,6.0,,0.0,private,State of California,USFS,local,Riverine (Perennial),test,DRI 2020,,,
260,2.43902439,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.23,1.6215464,Griff Creek - lower,"TRPA, 2019.0",13.04298779,B,9.0,1.114,"TRPA, 634TPA040, 2019",A,12.0,Some development in riparian zone and instability with armoring of banks by homeowners. Small project completed in 2017 https://laketahoeinfo.org/Project/Detail/200,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.71,6.04991241,C,6.0,"TRPA, 2020",A,12.0,"TRPA, 2020",B,1.506625,9.0,,"USFS, 2023",2.0,"Cheatgrass, Bull thistle",C,6.0,,0.0,private,State of California,USFS,local,Riverine (Perennial),test,DRI 2020,,,
260,2.43902439,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.23,1.6215464,Griff Creek - lower,"TRPA, 2019.0",13.04298779,B,9.0,1.114,"TRPA, 634TPA040, 2019",A,12.0,Some development in riparian zone and instability with armoring of banks by homeowners. Small project completed in 2017 https://laketahoeinfo.org/Project/Detail/200,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,1.71,6.04991241,C,6.0,"TRPA, 2020",A,12.0,"TRPA, 2020",B,1.506625,9.0,,"USFS, 2023",2.0,"Cheatgrass, Bull thistle",C,6.0,,0.0,private,State of California,USFS,local,Riverine (Perennial),test,DRI 2020,,,
261,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.42674652,Mill Creek - upper,"TRPA, 2019.0",19.6230315,B,9.0,,NA,NA,,Not assessed.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",,,,,,,,,,,,,,,private,USFS,local,,Riverine (Perennial),test,DRI 2020,,,
261,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.42674652,Mill Creek - upper,"TRPA, 2019.0",19.6230315,B,9.0,,,,,Not assessed.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",,,,,,,,,,,,,,,private,USFS,local,,Riverine (Perennial),test,DRI 2020,,,
261,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.42674652,Mill Creek - upper,"TRPA, 2019.0",19.6230315,B,9.0,,NA,NA,,Not assessed.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",,,,,,,,,,,,,,,private,USFS,local,,Riverine (Perennial),test,DRI 2020,,,
261,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.42674652,Mill Creek - upper,"TRPA, 2019.0",19.6230315,B,9.0,,,,,Not assessed.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TPRA baseline condition assessment, 2019",,,,,,,,,,,,,,,private,USFS,local,,Riverine (Perennial),test,DRI 2020,,,
262,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.48286936,First Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.083,"TRPA, 634TPA088, 2018",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.15389617,A,12.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
262,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.48286936,First Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.083,"TRPA, 634TPA088, 2018",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.15389617,A,12.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
262,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.48286936,First Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.083,"TRPA, 634TPA088, 2018",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.15389617,A,12.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
262,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,2.48286936,First Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,1.083,"TRPA, 634TPA088, 2018",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.15389617,A,12.0,"TRPA, 2019",A,12.0,,,,,,,,,,,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
263,0.42372881,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.36,5.40012971,Second Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.92,"TRPA, 634S17384, 2017",B,9.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.18059952,A,12.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
263,0.42372881,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.36,5.40012971,Second Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.92,"TRPA, 634S17384, 2017",B,9.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.18059952,A,12.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
263,0.42372881,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.36,5.40012971,Second Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.92,"TRPA, 634S17384, 2017",B,9.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.18059952,A,12.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
263,0.42372881,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.36,5.40012971,Second Creek - upper,"Simon sedimentation study; Stage 1 (stable), 2007.0",0.0,A,12.0,0.92,"TRPA, 634S17384, 2017",B,9.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.04,0.18059952,A,12.0,"TRPA, 2019",A,12.0,,,,,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
264,0.38910506,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.57,5.08511446,Woods Creek - upper,"TRPA, 2022.0",4.57671819,A,12.0,1.101,"TRPA, 634S10092, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.29,1.02404225,B,9.0,"TRPA, 2022",A,12.0,,,,,,"TRPA, 2022",0.0,None,A,12.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
264,0.38910506,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.57,5.08511446,Woods Creek - upper,"TRPA, 2022.0",4.57671819,A,12.0,1.101,"TRPA, 634S10092, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.29,1.02404225,B,9.0,"TRPA, 2022",A,12.0,,,,,,"TRPA, 2022",0.0,None,A,12.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
264,0.38910506,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.57,5.08511446,Woods Creek - upper,"TRPA, 2022.0",4.57671819,A,12.0,1.101,"TRPA, 634S10092, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.29,1.02404225,B,9.0,"TRPA, 2022",A,12.0,,,,,,"TRPA, 2022",0.0,None,A,12.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
264,0.38910506,"USFS / TRPA 2009, 2019",1.0,B,9.0,2.57,5.08511446,Woods Creek - upper,"TRPA, 2022.0",4.57671819,A,12.0,1.101,"TRPA, 634S10092, 2010",A,12.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.29,1.02404225,B,9.0,"TRPA, 2022",A,12.0,,,,,,"TRPA, 2022",0.0,None,A,12.0,,0.0,USFS,local,,,Riverine (Perennial),test,DRI 2020,,,
265,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.79969718,Angora Creek - tributary,"TRPA, 2023.0",0.85934003,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",B,9.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",1.0,Bull thistle,B,9.0,,4.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
265,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.79969718,Angora Creek - tributary,"TRPA, 2023.0",0.85934003,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",B,9.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",1.0,Bull thistle,B,9.0,,4.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
265,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.79969718,Angora Creek - tributary,"TRPA, 2023.0",0.85934003,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",B,9.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",1.0,Bull thistle,B,9.0,,4.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
265,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.79969718,Angora Creek - tributary,"TRPA, 2023.0",0.85934003,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",B,9.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",1.0,Bull thistle,B,9.0,,4.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
266,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.66714071,Angora Creek - upper,"TRPA bioassessment - 634S12201, 2012.0",0.0,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
266,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.66714071,Angora Creek - upper,"TRPA bioassessment - 634S12201, 2012.0",0.0,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
266,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.66714071,Angora Creek - upper,"TRPA bioassessment - 634S12201, 2012.0",0.0,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
266,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,1.66714071,Angora Creek - upper,"TRPA bioassessment - 634S12201, 2012.0",0.0,A,12.0,0.996,"TRPA, 634S13217, 2013",A,12.0,Mostly stable and healthy after restoration project completed in 2016. https://laketahoeinfo.org/Project/Detail/181,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA baseline condition assessment, 2019",A,12.0,,,,,,"USFS, 2023",2.0,"Bull thistle, Canada thistle",B,9.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
267,1.72413793,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.74,2.15415362,Big Meadow Creek - lower,"TRPA, 2022.0",1.97088783,A,12.0,0.95669064,"TRPA, 634TPB097, 2020",A,12.0,No indications of degradation except several passage barriers.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.78,1.79094008,B,9.0,"TRPA baseline condition assessment, 2019",A,12.0,"TRPA, 2022",B,1.59097,9.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
267,1.72413793,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.74,2.15415362,Big Meadow Creek - lower,"TRPA, 2022.0",1.97088783,A,12.0,0.95669064,"TRPA, 634TPB097, 2020",A,12.0,No indications of degradation except several passage barriers.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.78,1.79094008,B,9.0,"TRPA baseline condition assessment, 2019",A,12.0,"TRPA, 2022",B,1.59097,9.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
267,1.72413793,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.74,2.15415362,Big Meadow Creek - lower,"TRPA, 2022.0",1.97088783,A,12.0,0.95669064,"TRPA, 634TPB097, 2020",A,12.0,No indications of degradation except several passage barriers.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.78,1.79094008,B,9.0,"TRPA baseline condition assessment, 2019",A,12.0,"TRPA, 2022",B,1.59097,9.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
267,1.72413793,"USFS / TRPA 2009, 2019",3.0,C,6.0,1.74,2.15415362,Big Meadow Creek - lower,"TRPA, 2022.0",1.97088783,A,12.0,0.95669064,"TRPA, 634TPB097, 2020",A,12.0,No indications of degradation except several passage barriers.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.78,1.79094008,B,9.0,"TRPA baseline condition assessment, 2019",A,12.0,"TRPA, 2022",B,1.59097,9.0,,"USFS, 2023",1.0,Bull thistle,B,9.0,,0.0,USFS,private,,,Riverine (Perennial),test,DRI 2020,,,
268,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.51459693,Big Meadow Creek - upper 2,"TRPA, 2023.0",3.32924078,A,12.0,0.62637052,"TRPA, 634BMCH89, 2021",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
268,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.51459693,Big Meadow Creek - upper 2,"TRPA, 2023.0",3.32924078,A,12.0,0.62637052,"TRPA, 634BMCH89, 2021",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
268,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.51459693,Big Meadow Creek - upper 2,"TRPA, 2023.0",3.32924078,A,12.0,0.62637052,"TRPA, 634BMCH89, 2021",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
268,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.51459693,Big Meadow Creek - upper 2,"TRPA, 2023.0",3.32924078,A,12.0,0.62637052,"TRPA, 634BMCH89, 2021",C,6.0,No indications of degradation.,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2023",A,12.0,"TRPA, 2023",A,1.0,12.0,,"TRPA, 2023",0.0,None,A,12.0,,0.0,USFS,,,,Riverine (Perennial),test,DRI 2020,,,
269,4.16666667,"USFS / TRPA 2009, 2019",1.0,D,3.0,0.24,1.73377503,Blackwood Creek - lower 1,"TRPA baseline  condition assessment, 2019.0",7.61,B,9.0,1.05,"TRPA, 634BLW001, 2018",A,12.0,"Bank armoring and houses built in historic alluvial fan, preventing natural flooding and channel migration. Undersized road crossing causing fish passage issues and may cause back watering upstream which then leads to flooding in the neighborhood. Otherwise healthy.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.15,6.10433778,C,6.0,"TPRA baseline condition assessment, 2019",A,12.0,N/A,N/A,,,,,,,,,,0.0,private,State of California,,,Riverine (Perennial),test,DRI 2020,,,
269,4.16666667,"USFS / TRPA 2009, 2019",1.0,D,3.0,0.24,1.73377503,Blackwood Creek - lower 1,"TRPA baseline  condition assessment, 2019.0",7.61,B,9.0,1.05,"TRPA, 634BLW001, 2018",A,12.0,"Bank armoring and houses built in historic alluvial fan, preventing natural flooding and channel migration. Undersized road crossing causing fish passage issues and may cause back watering upstream which then leads to flooding in the neighborhood. Otherwise healthy.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.15,6.10433778,C,6.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,private,State of California,,,Riverine (Perennial),test,DRI 2020,,,
269,4.16666667,"USFS / TRPA 2009, 2019",1.0,D,3.0,0.24,1.73377503,Blackwood Creek - lower 1,"TRPA baseline  condition assessment, 2019.0",7.61,B,9.0,1.05,"TRPA, 634BLW001, 2018",A,12.0,"Bank armoring and houses built in historic alluvial fan, preventing natural flooding and channel migration. Undersized road crossing causing fish passage issues and may cause back watering upstream which then leads to flooding in the neighborhood. Otherwise healthy.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.15,6.10433778,C,6.0,"TPRA baseline condition assessment, 2019",A,12.0,N/A,N/A,,,,,,,,,,0.0,private,State of California,,,Riverine (Perennial),test,DRI 2020,,,
269,4.16666667,"USFS / TRPA 2009, 2019",1.0,D,3.0,0.24,1.73377503,Blackwood Creek - lower 1,"TRPA baseline  condition assessment, 2019.0",7.61,B,9.0,1.05,"TRPA, 634BLW001, 2018",A,12.0,"Bank armoring and houses built in historic alluvial fan, preventing natural flooding and channel migration. Undersized road crossing causing fish passage issues and may cause back watering upstream which then leads to flooding in the neighborhood. Otherwise healthy.",,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.15,6.10433778,C,6.0,"TPRA baseline condition assessment, 2019",A,12.0,,,,,,,,,,,,0.0,private,State of California,,,Riverine (Perennial),test,DRI 2020,,,
270,0.0,"USFS / TRPA 2009, 2019",0.0,A,12.0,,3.24687237,Blackwood Creek - middle 2,"TRPA, 2019.0",16.16152246,B,9.0,1.00414868,"TRPA, 634S20403, 2020",A,12.0,Restored in 2012 by USFS and appears to be functioning well. No indications of degradation.https://laketahoeinfo.org/Project/Detail/38. Restoration functioning well. ,,,,,,,,,,,,Riverine,TRPA LIDAR 2009,0.0,0.0,A,12.0,"TRPA, 2020",A,12.0,"TRPA, 2020",A,1.02778,12.0,,"USFS, 2023",3.0,"Klamathweed, Bull thistle, Wooly mullein",D,3.0,,0.0,USFS,State of California,private,,Riverine (Perennial),test,DRI 2020,,,
